Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
P220 Trujillo Valcarcel - PVS,202512,Fátima L,Fátima L,61555,1162585,18.886780913978487,67174.37976115903,13.5,14.5,17.306969325710387,1363035
P220 Trujillo Valcarcel - PVS,202409,Fátima L,Fátima L,61539,822095,13.358965277777779,0,13.5,14.5,,0
P192 Sullana - PVH,202405,Sofía V,Melany A,61538,2561476,41.624220430107535,0,43.5,41.0,,0
P207 Villa Marina - PVS,202401,Fátima L,Fátima L,61522,608172,9.885477150537637,0,11.5,10.0,,0
P220 Trujillo Valcarcel - PVS,202405,Fátima L,Fátima L,61506,914045,14.860981182795701,0,13.5,14.5,,0
1198 Cusco Wanchaq - PVH,202401,Sofía V,Joe H,61497,1966223,31.972641129032255,0,41.5,35.5,,0
P180 Centro Trujillo - PVE,202404,Fátima L,Fátima L,61486,596769,9.705743055555555,0,11.0,12.0,,0
P109 Dasso - PVS,202501,Hernán P,Daniel R,61482,4780613,77.75612231182795,74321.89939353953,87.0,77.5,64.32306990280657,5317650
V090 Pezet - VIV,202412,María R,María R,61479,3892343,63.31142473118279,0,66.0,65.5,,0
P110 Corpac - PVS,202401,Hernán P,Daniel R,61473,2267898,36.89254032258065,0,41.5,43.0,,0
V090 Pezet - VIV,202509,María R,María R,61471,3628906,59.034548611111134,62641.4755364601,66.0,65.5,57.93135871915751,3836609
P226 Paita - PVH,202404,Sofía V,Melany A,61409,3631196,59.1311388888889,0,56.0,60.0,,0
P118 Alfonso Ugarte - PVH,202411,Sebastián S,Vik E,61375,2724824,44.39609027777778,0,47.5,43.0,,0
P096 San Jorge - PVS,202403,Hernán P,Daniel R,61333,3285366,53.565900537634384,0,53.5,51.0,,0
P198 Chorrillos Iglesias - PVS,202507,Fátima L,Fátima L,61317,652448,10.640611559139789,61898.1737404542,11.5,10.0,10.540662519960359,703877
P052 Brasil - PVH,202404,Sebastián S,Vik E,61265,3537290,57.73770138888891,0,61.5,56.0,,0
P191 Cine Rimac - PVS,202501,Fátima L,Fátima L,61258,609575,9.950866935483873,73480.81826732066,11.0,11.0,8.295698583300862,667618
P208 La Victoria PVS,202601,Fátima L,Fátima L,61208,465374,7.603138440860216,64884.80383377677,10.0,9.0,8.15218945648789,528953
P135 Colonial - PVH,202409,Sebastián S,Vik E,61206,3574601,58.40289583333334,0,63.0,59.0,,0
P141 Chosica - PVH,202404,Sebastián S,Rodolfo O,61177,3338291,54.56762500000001,0,55.0,55.5,,0
X210 Santa Cruz - PVE,202404,Fátima L,Fátima L,61165,337045,5.510458333333332,0,8.5,6.5,,0
P206 La Paz - PVS,202511,Fátima L,Fátima L,61161,968081,15.828312499999992,64737.796761738675,17.0,13.5,14.953875145966586,1088357
P112 Ceres - PVH,202404,Sebastián S,Rodolfo O,61154,3389244,55.421819444444445,0,53.5,54.0,,0
P156 El Tambo Huancayo - PVS,202404,Hernán P,Daniel R,61123,1707532,27.935881944444443,0,31.0,27.0,,0
P158 Villa el Salvador - PVS,202509,Hernán P,Daniel R,61096,2126028,34.79831249999999,58056.786087450106,45.5,42.5,36.61980094450276,2408983
P261 El Agustino - PVH,202407,Sebastián S,Rodolfo O,61092,1982991,32.45911290322581,0,34.0,34.0,,0
X209 Bolognesi - PVE,202603,Fátima L,Fátima L,61046,566105,9.273353494623658,58583.96467468952,11.0,10.0,10.023956063077975,587243
P261 El Agustino - PVH,202411,Sebastián S,Rodolfo O,61036,1767853,28.96425,0,34.0,34.0,,0
P199 Grifo Kio - PVS,202504,Hernán P,Daniel R,60971,1251344,20.523562500000008,47904.603429141,22.5,21.0,26.121576642439983,877253
P208 La Victoria PVS,202604,Fátima L,Fátima L,60956,498743,8.182076388888888,54492.47700523679,10.0,9.0,8.15218945648789,444233
P220 Trujillo Valcarcel - PVS,202402,Fátima L,Fátima L,60944,899897,14.766027298850577,0,13.5,14.5,,0
P208 La Victoria PVS,202401,Fátima L,Fátima L,60910,548623,9.007137096774194,0,10.0,9.0,,0
P226 Paita - PVH,202410,Sofía V,Melany A,60903,3183302,52.268125,0,56.0,60.0,,0
P118 Alfonso Ugarte - PVH,202402,Sebastián S,Vik E,60883,2892307,47.506264367816094,0,47.5,43.0,,0
P258 Chaclacayo - PVS,202411,Hernán P,Daniel R,60870,1157447,19.014916666666668,0,19.0,21.5,,0
P207 Villa Marina - PVS,202506,Fátima L,Fátima L,60839,553282,9.094166666666666,68505.81119940247,11.5,10.0,8.076421405908787,639745
P159 Acho - PVH,202508,Sebastián S,Vik E,60838,1825597,30.007654569892466,61475.13564609909,36.0,35.0,29.696502509723917,2064322
P180 Centro Trujillo - PVE,202603,Fátima L,Fátima L,60831,736031,12.099650537634407,75154.42741147726,11.0,12.0,10.653753026634384,800677
P177 Talara - PVH,202509,Sofía V,Melany A,60805,2704834,44.48373611111112,65890.49202379995,52.5,52.5,41.05043940213714,3494292
P198 Chorrillos Iglesias - PVS,202511,Fátima L,Fátima L,60801,599401,9.858333333333334,62533.6301362686,11.5,10.0,9.585257863550066,694560
P096 San Jorge - PVS,202408,Hernán P,Daniel R,60797,3009584,49.50237231182794,0,53.5,51.0,,0
P107 Mercaderes - PVS,202403,Hernán P,Daniel R,60788,2579412,42.43279569892472,0,33.0,31.5,,0
P110 Corpac - PVS,202507,Hernán P,Daniel R,60774,2136099,35.14842069892475,61696.571245355146,41.5,43.0,34.62265190564893,2379109
P110 Corpac - PVS,202403,Hernán P,Daniel R,60767,2449737,40.3133198924731,0,41.5,43.0,,0
P156 El Tambo Huancayo - PVS,202509,Hernán P,Daniel R,60736,1551267,25.541006944444447,66695.0128868874,31.0,27.0,23.259112980919557,1609700
P261 El Agustino - PVH,202605,Sebastián S,Rodolfo O,60712,1858752,30.615779569892776,64398.84093294872,34.0,34.0,29.696606396863505,1912427
V116 Javier Prado - VIV,202506,María R,María R,60709,3244500,53.443541666666675,56747.713313363834,61.5,56.0,57.174115229695694,3426889
P258 Chaclacayo - PVS,202502,Hernán P,Daniel R,60708,1170970,19.28869791666667,57366.02055600464,19.0,21.5,20.41226302000186,1141420
P156 El Tambo Huancayo - PVS,202510,Hernán P,Daniel R,60643,1547006,25.51006048387097,69331.1991861365,31.0,27.0,22.31327307417091,1684326
P107 Mercaderes - PVS,202412,Hernán P,Daniel R,60600,3137712,51.77718413978493,0,33.0,31.5,,0
P096 San Jorge - PVS,202510,Hernán P,Daniel R,60542,2859461,47.23066532258066,56823.43435315348,53.5,51.0,50.32186460657514,3261894
P238 Grifo Mexico - PVH,202407,Sebastián S,Rodolfo O,60476,1549399,25.619905913978496,0,27.0,27.0,,0
P207 Villa Marina - PVS,202404,Fátima L,Fátima L,60475,585020,9.673805555555557,0,11.5,10.0,,0
P208 La Victoria PVS,202402,Fátima L,Fátima L,60466,531731,8.793850574712645,0,10.0,9.0,,0
P177 Talara - PVH,202605,Sofía V,Melany A,60430,2837037,46.94727822580717,73265.10694353271,52.5,52.5,46.96520825461973,3440911
P110 Corpac - PVS,202406,Hernán P,Daniel R,60424,2273610,37.62733333333334,0,41.5,43.0,,0
P191 Cine Rimac - PVS,202502,Fátima L,Fátima L,60405,604072,10.000364583333333,81288.58468454341,11.0,11.0,7.431202823178947,651006
P258 Chaclacayo - PVS,202604,Hernán P,Daniel R,60380,1163569,19.270854166666687,62135.3623502513,19.0,21.5,17.464859694273773,1085185
V094 Benavides - VIV,202412,María R,María R,60376,3644203,60.35848790322578,0,64.5,61.0,,0
X210 Santa Cruz - PVE,202606,Fátima L,Fátima L,60341,335763,5.564465277777778,44707.452040538046,8.5,6.5,7.422565370066353,331844
P159 Acho - PVH,202407,Sebastián S,Vik E,60335,2224938,36.87654569892472,0,36.0,35.0,,0
V140 Libertadores - VIV,202606,María R,María R,60188,2854550,47.42738194444445,55173.88886247206,59.0,50.0,50.48039166574727,2785200
P181 Supermercados SKA - PVE,202510,Fátima L,Fátima L,60123,674923,11.225779569892476,68349.1842389193,11.5,12.0,9.874626120492694,877570
P226 Paita - PVH,202411,Sofía V,Melany A,60107,3205105,53.32298611111112,0,56.0,60.0,,0
V090 Pezet - VIV,202605,María R,María R,60097,3684960,61.31713037634478,62951.7289291957,66.0,65.5,58.11608116140653,3658508
P096 San Jorge - PVS,202601,Hernán P,Daniel R,60076,2882492,47.98114247311826,70225.00001678607,53.5,51.0,45.51580955836195,3196348
V090 Pezet - VIV,202504,María R,María R,60075,3443434,57.319013888888904,58646.546651065684,66.0,65.5,58.715036206440104,3701498
P158 Villa el Salvador - PVS,202403,Hernán P,Daniel R,60042,2647640,44.09637768817205,0,45.5,42.5,,0
P158 Villa el Salvador - PVS,202602,Hernán P,Daniel R,60036,2348347,39.11578125,61943.89460791104,45.5,42.5,36.981595266169094,2290784
P208 La Victoria PVS,202602,Fátima L,Fátima L,59966,465796,7.767604166666666,59272.734187432936,10.0,9.0,8.15218945648789,483203
P206 La Paz - PVS,202404,Fátima L,Fátima L,59962,1035652,17.271722222222227,0,17.0,13.5,,0
V140 Libertadores - VIV,202508,María R,María R,59858,2722294,45.479065860215066,58620.80341705798,59.0,50.0,46.43904896069446,2800998
P198 Chorrillos Iglesias - PVS,202602,Fátima L,Fátima L,59849,603202,10.078645833333333,65449.88747398363,11.5,10.0,10.042294324207418,657267
X209 Bolognesi - PVE,202407,Fátima L,Fátima L,59839,556030,9.292170698924734,0,11.0,10.0,,0
P261 El Agustino - PVH,202410,Sebastián S,Rodolfo O,59811,1670453,27.928635752688173,0,34.0,34.0,,0
P118 Alfonso Ugarte - PVH,202510,Sebastián S,Vik E,59721,2176587,36.44572580645161,57906.933865138824,47.5,43.0,37.58767292133129,3009988
P261 El Agustino - PVH,202601,Sebastián S,Rodolfo O,59721,1773812,29.701875,60173.33934791732,34.0,34.0,29.696606396863505,1786944
P109 Dasso - PVS,202406,Hernán P,Daniel R,59710,5055235,84.66247222222222,0,87.0,77.5,,0
P208 La Victoria PVS,202407,Fátima L,Fátima L,59702,568477,9.52188172043011,0,10.0,9.0,,0
P191 Cine Rimac - PVS,202508,Fátima L,Fátima L,59672,636861,10.672647849462365,73233.051077736,11.0,11.0,8.696358824705797,695471
P208 La Victoria PVS,202507,Fátima L,Fátima L,59665,485401,8.135477150537636,62687.26182759574,10.0,9.0,7.743221602739076,596164
V090 Pezet - VIV,202409,María R,María R,59659,3264239,54.71535416666668,0,66.0,65.5,,0
P199 Grifo Kio - PVS,202604,Hernán P,Daniel R,59602,1189667,19.960159722222286,65879.56888969564,22.5,21.0,19.647967156057994,1294400
P258 Chaclacayo - PVS,202510,Hernán P,Daniel R,59589,1038126,17.421438172043004,65781.07287304771,19.0,21.5,15.781527796050105,1230484
P159 Acho - PVH,202503,Sebastián S,Vik E,59576,2126697,35.69717741935484,65775.61736042384,36.0,35.0,32.33260295143349,2296305
P198 Chorrillos Iglesias - PVS,202411,Fátima L,Fátima L,59556,607830,10.206048611111111,0,11.5,10.0,,0
P110 Corpac - PVS,202605,Hernán P,Daniel R,59548,2207601,37.07290322580664,70019.47158274481,41.5,43.0,33.73046601200038,2361789
P180 Centro Trujillo - PVE,202604,Fátima L,Fátima L,59532,672313,11.293381944444421,65712.53362545454,11.0,12.0,10.653753026634384,700085
V090 Pezet - VIV,202410,María R,María R,59526,3204716,53.83724462365592,0,66.0,65.5,,0
P180 Centro Trujillo - PVE,202409,Fátima L,Fátima L,59510,592436,9.9553125,0,11.0,12.0,,0
P158 Villa el Salvador - PVS,202407,Hernán P,Daniel R,59487,2421473,40.70575268817203,0,45.5,42.5,,0
P238 Grifo Mexico - PVH,202408,Sebastián S,Rodolfo O,59486,1503568,25.276115591397847,0,27.0,27.0,,0
V093 Dos de Mayo - VIV,202508,María R,María R,59472,2669829,44.89253360215055,53678.18417458569,57.5,57.0,49.73769532360687,2610554
P159 Acho - PVH,202401,Sebastián S,Vik E,59388,2038209,34.32032258064517,0,36.0,35.0,,0
P193 Trujillo Mansiche - PVS,202504,Fátima L,Fátima L,59339,1380007,23.256479166666665,70492.12226640547,13.5,12.5,19.5767531978204,879806
V116 Javier Prado - VIV,202403,María R,María R,59319,3422536,57.69745295698924,0,61.5,56.0,,0
P261 El Agustino - PVH,202504,Sebastián S,Rodolfo O,59310,1711418,28.855652777777784,56463.17992259971,34.0,34.0,30.310332722068225,1795569
P096 San Jorge - PVS,202407,Hernán P,Daniel R,59307,2990369,50.42149865591397,0,53.5,51.0,,0
P261 El Agustino - PVH,202406,Sebastián S,Rodolfo O,59182,1782815,30.124500000000005,0,34.0,34.0,,0
V090 Pezet - VIV,202408,María R,María R,59160,3476282,58.76076612903225,0,66.0,65.5,,0
P258 Chaclacayo - PVS,202401,Hernán P,Daniel R,59149,1132392,19.14457661290323,0,19.0,21.5,,0
P177 Talara - PVH,202602,Sofía V,Melany A,59138,2779834,47.00552083333332,66446.73707143702,52.5,52.5,46.96520825461973,3120685
P258 Chaclacayo - PVS,202405,Hernán P,Daniel R,59129,1103857,18.668595430107523,0,19.0,21.5,,0
P118 Alfonso Ugarte - PVH,202502,Sebastián S,Vik E,59116,2775224,46.945052083333316,63926.76644677229,47.5,43.0,43.41255680921623,2931971
P191 Cine Rimac - PVS,202507,Fátima L,Fátima L,58964,631090,10.702896505376343,77401.88368363027,11.0,11.0,8.15341449026607,723569
P198 Chorrillos Iglesias - PVS,202407,Fátima L,Fátima L,58951,669280,11.353219086021506,0,11.5,10.0,,0
V090 Pezet - VIV,202510,María R,María R,58945,3755725,63.716182795698955,62502.298567141974,66.0,65.5,60.08938384826728,3728861
P123 El Chacarero - PVH,202506,Sofía V,Melany A,58893,7651930,129.92870138888892,77987.95587472984,88.5,92.5,98.11681129700472,5962370
P096 San Jorge - PVS,202504,Hernán P,Daniel R,58888,2990521,50.782958333333326,57351.30732435972,53.5,51.0,52.14389993041693,3196285
P096 San Jorge - PVS,202406,Hernán P,Daniel R,58850,2987857,50.77036805555556,0,53.5,51.0,,0
P158 Villa el Salvador - PVS,202502,Hernán P,Daniel R,58813,2174557,36.97432291666667,57768.367422201816,45.5,42.5,37.6426964623595,2245141
P156 El Tambo Huancayo - PVS,202601,Hernán P,Daniel R,58809,1535141,26.104025537634406,65497.88294666574,31.0,27.0,27.070532526124346,1773063
P110 Corpac - PVS,202405,Hernán P,Daniel R,58798,2318569,39.43300403225807,0,41.5,43.0,,0
P208 La Victoria PVS,202511,Fátima L,Fátima L,58788,487732,8.296409722222222,60043.768922203024,10.0,9.0,8.122947289200663,580756
X209 Bolognesi - PVE,202408,Fátima L,Fátima L,58786,556845,9.472439516129034,0,11.0,10.0,,0
V094 Benavides - VIV,202601,María R,María R,58768,3274355,55.716518817204324,59287.66660714843,64.5,61.0,55.57085132952011,3294666
P110 Corpac - PVS,202407,Hernán P,Daniel R,58759,2267360,38.587688172043016,0,41.5,43.0,,0
P181 Supermercados SKA - PVE,202509,Fátima L,Fátima L,58756,667524,11.360902777777778,68893.2224914718,11.5,12.0,9.689259782885493,855400
P198 Chorrillos Iglesias - PVS,202402,Fátima L,Fátima L,58745,671131,11.424482758620693,0,11.5,10.0,,0
P258 Chaclacayo - PVS,202409,Hernán P,Daniel R,58682,1066628,18.17632638888889,0,19.0,21.5,,0
V116 Javier Prado - VIV,202606,María R,María R,58661,2920448,49.785458333333416,,61.5,56.0,,3350928
X210 Santa Cruz - PVE,202512,Fátima L,Fátima L,58656,373185,6.362284946236546,55796.73502835468,8.5,6.5,6.688298693648571,396541
P159 Acho - PVH,202504,Sebastián S,Vik E,58651,1919161,32.721888888888905,53630.96074002749,36.0,35.0,35.78457841363325,2026039
P180 Centro Trujillo - PVE,202605,Fátima L,Fátima L,58631,697767,11.90094086021507,65816.99639995454,11.0,12.0,10.653753026634384,701198
V090 Pezet - VIV,202602,María R,María R,58628,3462166,59.05312499999999,47730.289879594944,66.0,65.5,58.11608116140653,2773897
P198 Chorrillos Iglesias - PVS,202505,Fátima L,Fátima L,58592,605059,10.326599462365593,57487.69051116203,11.5,10.0,10.525023785440109,674475
V094 Benavides - VIV,202501,María R,María R,58583,3197874,54.58701612903226,53493.039269444314,64.5,61.0,59.78113047367369,3002472
X210 Santa Cruz - PVE,202409,Fátima L,Fátima L,58571,364024,6.2151250000000005,0,8.5,6.5,,0
P159 Acho - PVH,202408,Sebastián S,Vik E,58548,2007532,34.28880376344086,0,36.0,35.0,,0
P118 Alfonso Ugarte - PVH,202409,Sebastián S,Vik E,58532,2482785,42.41766666666668,0,47.5,43.0,,0
P180 Centro Trujillo - PVE,202407,Fátima L,Fátima L,58532,608138,10.389919354838712,0,11.0,12.0,,0
P110 Corpac - PVS,202402,Hernán P,Daniel R,58529,2233159,38.154525862068986,0,41.5,43.0,,0
P208 La Victoria PVS,202405,Fátima L,Fátima L,58460,544483,9.313716397849463,0,10.0,9.0,,0
P207 Villa Marina - PVS,202502,Fátima L,Fátima L,58454,543513,9.298072916666667,58570.610201847376,11.5,10.0,9.279616827055989,575429
V094 Benavides - VIV,202508,María R,María R,58414,3195837,54.71040994623659,58034.33703917278,64.5,61.0,55.068037528245256,3227369
P156 El Tambo Huancayo - PVS,202501,Hernán P,Daniel R,58410,1570142,26.881176075268808,65964.48710839695,31.0,27.0,23.80283283973459,1569109
P191 Cine Rimac - PVS,202511,Fátima L,Fátima L,58410,644661,11.036909722222218,82554.29125803079,11.0,11.0,7.808930949271375,688718
P220 Trujillo Valcarcel - PVS,202606,Fátima L,Fátima L,58340,862652,14.786624999999999,58760.52739670874,13.5,14.5,13.189776457714554,775038
P096 San Jorge - PVS,202505,Hernán P,Daniel R,58337,2996508,51.365087365591386,58781.59644793794,53.5,51.0,50.976971383449346,3163356
P258 Chaclacayo - PVS,202407,Hernán P,Daniel R,58317,1243210,21.317963709677418,0,19.0,21.5,,0
P258 Chaclacayo - PVS,202508,Hernán P,Daniel R,58305,1088181,18.66360887096774,65394.20270035346,19.0,21.5,16.64032980088797,1277129
P096 San Jorge - PVS,202401,Hernán P,Daniel R,58243,3044318,52.268924731182764,0,53.5,51.0,,0
P208 La Victoria PVS,202410,Fátima L,Fátima L,58176,510476,8.774744623655916,0,10.0,9.0,,0
V090 Pezet - VIV,202403,María R,María R,58165,3667681,63.056545698924744,0,66.0,65.5,,0
P207 Villa Marina - PVS,202602,Fátima L,Fátima L,58155,565192,9.718802083333333,58912.66636886717,11.5,10.0,10.042294324207418,591618
P110 Corpac - PVS,202404,Hernán P,Daniel R,58137,2294310,39.46395833333333,0,41.5,43.0,,0
P181 Supermercados SKA - PVE,202602,Fátima L,Fátima L,58115,655011,11.270937499999999,75343.30449528182,11.5,12.0,10.04229432420742,756620
P159 Acho - PVH,202603,Sebastián S,Vik E,58101,2126605,36.60167338709677,68357.87186025118,36.0,35.0,31.443465596679005,2149408
P110 Corpac - PVS,202506,Hernán P,Daniel R,58100,2162608,37.22215972222224,63445.6529207491,41.5,43.0,34.08599124515821,2374343
P158 Villa el Salvador - PVS,202501,Hernán P,Daniel R,58094,2225295,38.304818548387104,59781.53847157685,45.5,42.5,37.22378374484319,2397517
P118 Alfonso Ugarte - PVH,202504,Sebastián S,Vik E,58050,2649130,45.63504166666666,57290.172052808164,47.5,43.0,46.24056928225177,3155897
V090 Pezet - VIV,202501,María R,María R,57965,3307978,57.06839381720432,59840.638207872966,66.0,65.5,55.27979311498694,3540031
P207 Villa Marina - PVS,202601,Fátima L,Fátima L,57948,582226,10.047399193548388,64228.781300024944,11.5,10.0,10.042294324207418,645004
P180 Centro Trujillo - PVE,202411,Fátima L,Fátima L,57942,591405,10.20682638888889,0,11.0,12.0,,0
P110 Corpac - PVS,202509,Hernán P,Daniel R,57836,2057836,35.580513888888895,67847.08199260992,41.5,43.0,30.330507658739762,2402330
P107 Mercaderes - PVS,202410,Hernán P,Daniel R,57821,2389872,41.3323185483871,0,33.0,31.5,,0
P118 Alfonso Ugarte - PVH,202501,Sebastián S,Vik E,57805,2496107,43.18181451612904,59437.46708346637,47.5,43.0,41.995519534753825,2731123
V090 Pezet - VIV,202507,María R,María R,57783,3540284,61.26877016129034,60379.60081078293,66.0,65.5,58.6337758524524,3598882
P158 Villa el Salvador - PVS,202507,Hernán P,Daniel R,57772,2359337,40.8387432795699,62461.597368737355,45.5,42.5,37.77260283741754,2529845
P207 Villa Marina - PVS,202408,Fátima L,Fátima L,57758,633258,10.96389112903226,0,11.5,10.0,,0
X210 Santa Cruz - PVE,202511,Fátima L,Fátima L,57730,317345,5.4970902777777795,55898.89576141087,8.5,6.5,5.677123951687705,342071
P156 El Tambo Huancayo - PVS,202506,Hernán P,Daniel R,57724,1568156,27.166562500000015,68886.84986899052,31.0,27.0,22.76422558125868,1473350
P158 Villa el Salvador - PVS,202505,Hernán P,Daniel R,57701,2363562,40.96213709677418,51308.0762759996,45.5,42.5,46.066089425878644,2133699
P107 Mercaderes - PVS,202407,Hernán P,Daniel R,57699,2389532,41.41351478494624,0,33.0,31.5,,0
P110 Corpac - PVS,202601,Hernán P,Daniel R,57667,2001640,34.710450268817205,70583.08100614372,41.5,43.0,33.73046601200038,2380800
P159 Acho - PVH,202501,Sebastián S,Vik E,57665,1825356,31.654301075268826,62357.203358773586,36.0,35.0,29.272569032606786,1953570
V094 Benavides - VIV,202502,María R,María R,57658,3045628,52.82223958333334,51222.10157720777,64.5,61.0,59.45925950362039,2907850
P180 Centro Trujillo - PVE,202606,Fátima L,Fátima L,57650,661304,11.471006944444442,61182.246666545434,11.0,12.0,10.653753026634384,651821
